,address,city,country,name,province,reviews.date,reviews.text,reviews.title,reviews.username,lang,translated_text
21823,1400 Thelma Keller Ave,Effingham,US,Super 8 - Effingham,Boggsville,4/27/2016,Very handy location the staff was very helpful. When we arrived the gal at the desk ( she was trying her best) was having a hard time getting the room pass key printer to work. After we got back from eating they had the problem fixed,Weary Traveler,Leon C,en,Very handy location the staff was very helpful. When we arrived the gal at the desk ( she was trying her best) was having a hard time getting the room pass key printer to work. After we got back from eating they had the problem fixed
21835,1400 Thelma Keller Ave,Effingham,US,Super 8 - Effingham,Boggsville,3/14/2016,"Stayed at this Super 8 on our way to Springfield MO from Washington PA - easy off and on the highway, very friendly staff and good value for the price. Very close to all types of restaurants and some shopping to pass the evening. Will stop here to break up the trip in the future.",Very nice place to stop,cheryls573,en,"Stayed at this Super 8 on our way to Springfield MO from Washington PA - easy off and on the highway, very friendly staff and good value for the price. Very close to all types of restaurants and some shopping to pass the evening. Will stop here to break up the trip in the future."
22006,1161 W Washington Center Rd,Fort Wayne,US,Days Inn Fort Wayne,IN,7/19/2016,Driveway/Grounds were VERY clean. Minor problem (entrance door computer key) was handled very quickly. Staff were friendly accommodating.,Nice place to stay at a reduced rate.,William,en,Driveway/Grounds were VERY clean. Minor problem (entrance door computer key) was handled very quickly. Staff were friendly accommodating.
22067,6516 14th St W,Bradenton,US,Super 8 Bradenton Sarasota Area,FL,8/5/2015,It was sufficient for a last minute reasonable priced. Not the best I have ever stayed at but lots better than some I have stayed at.,Not bad.,A Traveler,en,It was sufficient for a last minute reasonable priced. Not the best I have ever stayed at but lots better than some I have stayed at.
22074,6516 14th St W,Bradenton,US,Super 8 Bradenton Sarasota Area,FL,1/28/2015,No problems. Very friendly.,Fine stay,A Traveler,en,No problems. Very friendly.
22089,6516 14th St W,Bradenton,US,Super 8 Bradenton Sarasota Area,FL,9/3/2015,"Dirty, roaches, dirty linens, terrible breakfast, bad smell, terrible stay !!!",Worst hotel to stay !,TD,en,"Dirty, roaches, dirty linens, terrible breakfast, bad smell, terrible stay !!!"
22095,6516 14th St W,Bradenton,US,Super 8 Bradenton Sarasota Area,FL,7/5/2016,"Needed a hotel in the area on short notice and found Super 8 on booking.com. I'm from north and the super 8's up there don't have the best reputation, but this one had the best price in the area so we decided to give it a try. Happily surprised! The room was large and very clean. Out a/c unit actually... More",Great rooms and excellent customer service,bethany m,en,"Needed a hotel in the area on short notice and found Super 8 on booking.com. I'm from north and the super 8's up there don't have the best reputation, but this one had the best price in the area so we decided to give it a try. Happily surprised! The room was large and very clean. Out a/c unit actually... More"
22097,6516 14th St W,Bradenton,US,Super 8 Bradenton Sarasota Area,FL,3/4/2016,"Easily accessible, close to all services and major traffic routes. The room was clean, comfortable and the stay was very enjoyable.",Great rooms and excellent customer service,A Traveler,en,"Easily accessible, close to all services and major traffic routes. The room was clean, comfortable and the stay was very enjoyable."
22118,6516 14th St W,Bradenton,US,Super 8 Bradenton Sarasota Area,FL,10/8/2016,The employees were friendly. The room was great for our needs. Clean and great location.,Great Stay,A Traveler,en,The employees were friendly. The room was great for our needs. Clean and great location.
22229,1282 W 7th St,Upland,US,Super 8 - Upland,CA,5/22/2015,First room had only a trickle of cold water. To hot for bath anything else. Moved to second room no air conditioning or microwave. No coffee the second morning. Third morning a little decaf and no rolls. One morning no waffles. It seems once they run out they don't replenish because my times each morning were around 7:45.,no cold water/no micro wave/no air conditioning/no,Bob,en,First room had only a trickle of cold water. To hot for bath anything else. Moved to second room no air conditioning or microwave. No coffee the second morning. Third morning a little decaf and no rolls. One morning no waffles. It seems once they run out they don't replenish because my times each morning were around 7:45.
22240,1282 W 7th St,Upland,US,Super 8 - Upland,CA,4/16/2016,"it was so horrible we decided to just leave and spend the next hour trying to find a different Hotel. we had a late check-in due to a wedding and when we got there we had to stand outside (check-in window) where a bunch of people were hanging out which made it very uncomfortable. we were promised a bottom floor because of my wife's medical issues but they said there was none available so we got a second floor room where there were also a bunch of people hanging out staring us down if we tried to get through the stairwell. when we got in the room the nightmare began. the bed looked like someone had just gotten up from it. It wasn't made and the pillows were tiny and the sheets and blankets and pillows are all extremely dirty. The shower had hair all over it as if somebody just took a shower and the whole room had a very very strong Smokey musty smell to it that made it very difficult to breathe. I swear I'm not exaggerating! Also, the door looked like it had been broken into many, many, many times and the chain lock had several holes where it was obviously remounted several times , and the mount that was up was barely held in by one screw at this point. and it was bent all out of whack too! we're working on trying to get our money back from hotels.com but, nonetheless, we're glad we left and found something else.",scariest room ever!!! never again!!!,Mark,en,"it was so horrible we decided to just leave and spend the next hour trying to find a different Hotel. we had a late check-in due to a wedding and when we got there we had to stand outside (check-in window) where a bunch of people were hanging out which made it very uncomfortable. we were promised a bottom floor because of my wife's medical issues but they said there was none available so we got a second floor room where there were also a bunch of people hanging out staring us down if we tried to get through the stairwell. when we got in the room the nightmare began. the bed looked like someone had just gotten up from it. It wasn't made and the pillows were tiny and the sheets and blankets and pillows are all extremely dirty. The shower had hair all over it as if somebody just took a shower and the whole room had a very very strong Smokey musty smell to it that made it very difficult to breathe. I swear I'm not exaggerating! Also, the door looked like it had been broken into many, many, many times and the chain lock had several holes where it was obviously remounted several times , and the mount that was up was barely held in by one screw at this point. and it was bent all out of whack too! we're working on trying to get our money back from hotels.com but, nonetheless, we're glad we left and found something else."
22242,1282 W 7th St,Upland,US,Super 8 - Upland,CA,10/28/2015,The loveliest gentleman was a very attentive manager with a very reasonable staff. My stay there was fine and thank you kindly.,Lovely stay.,Renata,en,The loveliest gentleman was a very attentive manager with a very reasonable staff. My stay there was fine and thank you kindly.
22250,1282 W 7th St,Upland,US,Super 8 - Upland,CA,4/28/2016,"This was close enough to my college reunion in Claremont, and I was commuting each day by bicycle, so that I avoided the really expensive places in Claremont, but did not lack in comfort or conveniences. I would stay here again for a future reunion.",Good Value Near Claremont College Reunion,James,en,"This was close enough to my college reunion in Claremont, and I was commuting each day by bicycle, so that I avoided the really expensive places in Claremont, but did not lack in comfort or conveniences. I would stay here again for a future reunion."
22253,1282 W 7th St,Upland,US,Super 8 - Upland,CA,8/21/2015,"The staff is Very friendly helpful! Room is very clean comfortable! I would recommend this place to anyone! Affordable, clean, comfortable safe area! I give it 5 stars!... Thanks for a pleasant experience in our stay!",Wonderful,A Traveler,en,"The staff is Very friendly helpful! Room is very clean comfortable! I would recommend this place to anyone! Affordable, clean, comfortable safe area! I give it 5 stars!... Thanks for a pleasant experience in our stay!"
22277,1282 W 7th St,Upland,US,Super 8 - Upland,CA,7/24/2015,It was horrible I got in room and the staff was looking in window it was a place I'd never stay at.,Horrible stay,A Traveler,en,It was horrible I got in room and the staff was looking in window it was a place I'd never stay at.
22280,1282 W 7th St,Upland,US,Super 8 - Upland,CA,7/8/2016,"Dirty, rotting bathroom wall, bugs in the shower, Not just the occasional spider, no it had Ear Wigs. There was a trash bag taped over the fire alarm/ sprinkler. I'm an active reviewer and I can always find something nice to say about a place. but this place was bad bad bad.",This place is a pit.,B,en,"Dirty, rotting bathroom wall, bugs in the shower, Not just the occasional spider, no it had Ear Wigs. There was a trash bag taped over the fire alarm/ sprinkler. I'm an active reviewer and I can always find something nice to say about a place. but this place was bad bad bad."
22285,1282 W 7th St,Upland,US,Super 8 - Upland,CA,10/13/2016,First night our employee went to working and we had to Freebreze her because of the smell from the room. Then there were a cockroach infestation (the front lady admitted they had that issue for a while). Moved rooms and same thing! Checked out 3 days early. Tried to work it out and bare with the horrible condition but had to move out. The manager refuse to refund the whole horrible stay. Staff admitted to all the issues and were willing to refund everything. DONT BOOK!!!!,Roaches sleeping with you!,A Traveler,en,First night our employee went to working and we had to Freebreze her because of the smell from the room. Then there were a cockroach infestation (the front lady admitted they had that issue for a while). Moved rooms and same thing! Checked out 3 days early. Tried to work it out and bare with the horrible condition but had to move out. The manager refuse to refund the whole horrible stay. Staff admitted to all the issues and were willing to refund everything. DONT BOOK!!!!
22286,1282 W 7th St,Upland,US,Super 8 - Upland,CA,5/2/2015,The room was run down No bubuttons on the air conditioner and beds were very stained,dirty run down,jesi,en,The room was run down No bubuttons on the air conditioner and beds were very stained
22368,Rua Desembargador Motta 2044 Batel,Curitiba,US,Mercure Curitiba Golden Hotel,PR,1/23/2016,"Location was my primary reason for choosing the hotel. It's clean with necessary services and good domestic style breakfast, but a little bit uninteresting in general. All reception staff speak good English, a big up for that and they seem to be knowing their job. The pool is small, but at least there is one. I have been here many times for short visits and hopefully will return again, as there is nothing to complain about.",Good for business trips,A Traveler,en,"Location was my primary reason for choosing the hotel. It's clean with necessary services and good domestic style breakfast, but a little bit uninteresting in general. All reception staff speak good English, a big up for that and they seem to be knowing their job. The pool is small, but at least there is one. I have been here many times for short visits and hopefully will return again, as there is nothing to complain about."
22386,Rua Desembargador Motta 2044 Batel,Curitiba,US,Mercure Curitiba Golden Hotel,PR,3/9/2015,J apresenta sinais de bastante uso e decorao ultrapassada. Vale uma reformulao geral pra acompanhar os novos tempos.,Modesto,Renato,pt,J shows signs of enough use and outdated decoration. It is worth a general reformulative to accompany the new times.
22389,Rua Desembargador Motta 2044 Batel,Curitiba,US,Mercure Curitiba Golden Hotel,PR,12/30/2015,"Gostei muito do hotel. Porem s quando entrei no hotel que verifiquei que havia comprado um pacote para nossa famlia( 7 pessoas, ou seja 3 quartos) sem caf da manh, tentei negociar um desconto com a gerente Elen, porem ela no me deu alternativas, alegando que o restaurante terceirizado. O tendimento deixou a desejar, demorado. A sauna mida estava com problemas na caldeira, ou seja no utilizamos. Tive que mudar de quarto, pois o ar condicionado estava com problema de refrigerao, tive que ligar vrias vezes para poderem verificar isso. Gostei da piscina, muito boa...",Atendimento precisa melhorar e sauna n��o funciona,Neuza,pt,"I really enjoyed the hotel. But when I entered the hotel I checked that I had bought a package for our family (7 people, ie 3 bedrooms) without coffee in the morning, I tried to negotiate a discount with Elen manager, but she did not give me alternatives, claiming that the restaurant outsourced. The tendency left to be desired. The Sauna Mida was in trouble in the boiler, that is not us. I had to change the room, because the air conditioner was having a cool problem, I had to connect several times to check it out. I liked the pool, very good ..."
22398,Rua Desembargador Motta 2044 Batel,Curitiba,US,Mercure Curitiba Golden Hotel,PR,3/6/2015,"Hotel excelente, muito limpo e organizado, localizao perfeita (prximo a bares, restaurantes e shoppings). Quartos amplos, cama excelente, ducha muito boa e caf da manh muito bom com muitas variedades. Equipe bastante atenciosa e simptica.",Hotel excelente em localiza����o privilegiada,Franck,pt,"Excellent hotel, very clean and organized, perfect location (next to bars, restaurants and shopping malls). Extended rooms, excellent bed, very good shower and breakfast very good with many varieties. Very helpful and friendly staff."
22407,Rua Desembargador Motta 2044 Batel,Curitiba,US,Mercure Curitiba Golden Hotel,PR,7/9/2015,"Hotel muito bom, recepcao muito atenciosa, mas os quartos fa frente sao muito barulhentos, para mim Impossvel de dormir.::",Razo��vel,Neiva,pt,"Very good hotel, very helpful reception, but the front rooms are very noisy, for me impossible to sleep."
22418,Rua Desembargador Motta 2044 Batel,Curitiba,US,Mercure Curitiba Golden Hotel,PR,2/28/2014,"Excelente hotel e custo benefcio. Somente a cama que poderia ser mais confortvel. Quartos grandes com dois ambientes, caf da manh muito bom. tima localizao.","a cama deixou a desejar, o restante estava ��timo.",ROBSON,pt,"Excellent hotel and cost benefit. Only the bed that could be more comfortable. Large rooms with two environments, breakfast very good. Tima location."
22481,1401 Martin Luther King Jr Dr,Monroe,US,Comfort Suites,LA,1/30/2016,"Reason for Trip:passing through on our way home Spent a peaceful night in room 320 1/27/16 This hotel is very well maintained and our room and all the public spaces we used were very fresh and clean. The breakfast was the usual for the Choice Hotel chain, but very nicely done. (Two waffle makers, so no waiting, and they even... More",This place is immaculate!,BeeAreTee,en,"Reason for Trip:passing through on our way home Spent a peaceful night in room 320 1/27/16 This hotel is very well maintained and our room and all the public spaces we used were very fresh and clean. The breakfast was the usual for the Choice Hotel chain, but very nicely done. (Two waffle makers, so no waiting, and they even... More"
22491,1401 Martin Luther King Jr Dr,Monroe,US,Comfort Suites,LA,11/20/2015,"Bad neighborhood, uncomfortable hard beds. Air-conditioning broken in most rooms. Do not stay here. Spend the extra couple of dollars and stay at a Hampton. It was a brand new much nicer hotel.","Sketchy, sweaty suites.",A Traveler,en,"Bad neighborhood, uncomfortable hard beds. Air-conditioning broken in most rooms. Do not stay here. Spend the extra couple of dollars and stay at a Hampton. It was a brand new much nicer hotel."
22503,1401 Martin Luther King Jr Dr,Monroe,US,Comfort Suites,LA,2/10/2016,"I stayed the weekend here to attend a funeral. The outside of the hotel looked nice. The room was nice and clean. The beds are comfortable. The breakfast was ok, nothing grand. Where the problem came in was the service. The housekeepers knocked on the door at 8AM, which wasn't a problem because I had to attend a funeral at... More",You don't always get what you paid for!,Ann B,en,"I stayed the weekend here to attend a funeral. The outside of the hotel looked nice. The room was nice and clean. The beds are comfortable. The breakfast was ok, nothing grand. Where the problem came in was the service. The housekeepers knocked on the door at 8AM, which wasn't a problem because I had to attend a funeral at... More"
22514,1401 Martin Luther King Jr Dr,Monroe,US,Comfort Suites,LA,7/10/2016,"The hotel is conveniently located. We always stay at this hotel when we visit Monroe, LA. This is one of the nicest hotel at this location. The orange juice on the breakfast station was watered down. The breakfast buffet needs more variety. Add boil eggs. The eggs and meat station did not have enough food.","Stay in Monroe, Louisana (May 28-31,2016)",vacationsky,en,"The hotel is conveniently located. We always stay at this hotel when we visit Monroe, LA. This is one of the nicest hotel at this location. The orange juice on the breakfast station was watered down. The breakfast buffet needs more variety. Add boil eggs. The eggs and meat station did not have enough food."
22515,1401 Martin Luther King Jr Dr,Monroe,US,Comfort Suites,LA,8/17/2015,We stayed at the Comfort Suites in Monroe a couple of weeks ago. Upon arriving we checked out the pool area only to find a large group of adults and teenagers with large class bottles of alcohol that were being passed around. We checked into the room and after an hour realized that the temp had risen due to a... More,Should be called discomfort suites,marichmond71,en,We stayed at the Comfort Suites in Monroe a couple of weeks ago. Upon arriving we checked out the pool area only to find a large group of adults and teenagers with large class bottles of alcohol that were being passed around. We checked into the room and after an hour realized that the temp had risen due to a... More
22548,30954 S Highway 69,Vinita,US,Super 8 Big Cabin Vinita Ok,White Oak,5/2/2014,This could b one of the best hotel values I've ever had. Clean and quiet. GREAT mattress....no kidding. I read this from other reviews and it's absolutely true. There isn't anything near but a truck stop. Breakfast was a touch better than the usual too. This is now going to be our regular stop when heading back to the midwest from Phoenix!,Perfect stay!,A Traveler,en,This could b one of the best hotel values I've ever had. Clean and quiet. GREAT mattress....no kidding. I read this from other reviews and it's absolutely true. There isn't anything near but a truck stop. Breakfast was a touch better than the usual too. This is now going to be our regular stop when heading back to the midwest from Phoenix!
22613,30954 S Highway 69,Vinita,US,Super 8 Big Cabin Vinita Ok,White Oak,10/14/2016,"The room had a funky oder when we walked in. The bed was comfortable, loved the pillows. We were pulling a trailer and there was plenty of parking although it was poorly lit.",Dirty and disgusting room with a foul odor,A Traveler,en,"The room had a funky oder when we walked in. The bed was comfortable, loved the pillows. We were pulling a trailer and there was plenty of parking although it was poorly lit."
22615,30954 S Highway 69,Vinita,US,Super 8 Big Cabin Vinita Ok,White Oak,7/1/2016,Filthy room. We booked a non smoking room. When we arrived all they had was smoking rooms. So the rooms smelt like a smokers convention hall. Bathroom floor was covered with crickets. I had to kill a roach that was climbing in the ceiling. My daughter was freaking out. Maid woke us up around 8ish by opening up the door.... More,Not worth your time and money. Find another place to stay.,jerryj469,en,Filthy room. We booked a non smoking room. When we arrived all they had was smoking rooms. So the rooms smelt like a smokers convention hall. Bathroom floor was covered with crickets. I had to kill a roach that was climbing in the ceiling. My daughter was freaking out. Maid woke us up around 8ish by opening up the door.... More
22630,E 5 Karayolu (yanyol) No 20,Englewood,US,Radisson Blu Conference and Airport Hotel,FL,9/30/2014,Convenient for airport.,Airport hotel.,Caitlin,fr,Convenient for Airport.
22638,E 5 Karayolu (yanyol) No 20,Englewood,US,Radisson Blu Conference and Airport Hotel,FL,10/12/2014,We were just there for an over night to be near the airport. We were pleasantly surprised at the quality and service of the hotel.,Awful hotel,A Traveler,en,We were just there for an over night to be near the airport. We were pleasantly surprised at the quality and service of the hotel.
22640,E 5 Karayolu (yanyol) No 20,Englewood,US,Radisson Blu Conference and Airport Hotel,FL,5/12/2016,Fantastic. We really enjoyed the great Hospitality and warmth. Must come back to Istanbul Radison Blu. 90 Great!,Fantastic!,Titilola,en,Fantastic. We really enjoyed the great Hospitality and warmth. Must come back to Istanbul Radison Blu. 90 Great!
22648,E 5 Karayolu (yanyol) No 20,Englewood,US,Radisson Blu Conference and Airport Hotel,FL,2/19/2016,"I was glad to find a hotel that offered a free shuttle and was very close to the airport. I had a long layover and had to return to the airport on the 5am shuttle. The hotel staff was helpful and professional. Since my flight arrived at 11pm, I was concerned about missing the shuttle, but hotel staff communicated where I needed to be to meet the shuttle van at 11:30pm. The van showed up on time and exactly where it was supposed to be. The room was spacious and the bed was comfortable. Even though my stay was very short, I found the staff and the hotel to be enjoyable.",Convenience,Tamara,en,"I was glad to find a hotel that offered a free shuttle and was very close to the airport. I had a long layover and had to return to the airport on the 5am shuttle. The hotel staff was helpful and professional. Since my flight arrived at 11pm, I was concerned about missing the shuttle, but hotel staff communicated where I needed to be to meet the shuttle van at 11:30pm. The van showed up on time and exactly where it was supposed to be. The room was spacious and the bed was comfortable. Even though my stay was very short, I found the staff and the hotel to be enjoyable."
22662,E 5 Karayolu (yanyol) No 20,Englewood,US,Radisson Blu Conference and Airport Hotel,FL,3/8/2016,"Had a long layover so I booked the night at this hotel. Was extremely pleased! Enjoyed a couple glasses of wine in the hotel bar and took full advantage of the large and luxe hotel room. Comfy king bed, loved having a robe and slippers to lounge in. There was a nice desk and lounging chair for those that need to get work done. It's an airport hotel so it's not in the center of the city but I highly recommend. Took a cab to the Old City and it was about 50 Turkish Lira and 45 min during morning traffic hour.",Great layover hotel. Loved the big room!,Elizabeth,en,"Had a long layover so I booked the night at this hotel. Was extremely pleased! Enjoyed a couple glasses of wine in the hotel bar and took full advantage of the large and luxe hotel room. Comfy king bed, loved having a robe and slippers to lounge in. There was a nice desk and lounging chair for those that need to get work done. It's an airport hotel so it's not in the center of the city but I highly recommend. Took a cab to the Old City and it was about 50 Turkish Lira and 45 min during morning traffic hour."
22726,114 Blythewood Rd,Blythewood,US,Days Inn North Columbia Ft. Jackson,SC,10/4/2013,The sheets would not stay on the bed....The mattress was very uncomfortable...Everything on the bed was old and cheap....When I say cheap...I mean prison cheap...The quality of the t.v was poor....The screen was dark and the channels were unclear...The continental breakfast was sorry....I paid for 2 nights but was ready to leave after the first night...If it was not for the game being in town and limited hotel availability...I would have left....The hotel is in bad need of updating...,This location gives Days Inn a bad name,Days Out...not Days Inn,en,The sheets would not stay on the bed....The mattress was very uncomfortable...Everything on the bed was old and cheap....When I say cheap...I mean prison cheap...The quality of the t.v was poor....The screen was dark and the channels were unclear...The continental breakfast was sorry....I paid for 2 nights but was ready to leave after the first night...If it was not for the game being in town and limited hotel availability...I would have left....The hotel is in bad need of updating...
22740,114 Blythewood Rd,Blythewood,US,Days Inn North Columbia Ft. Jackson,SC,5/7/2014,Overall it was a good stay. I did appreciate that the Business overall did not try to increase their rates too much just because occupancy was high in the area.,Property Review,Jerry Mullins,en,Overall it was a good stay. I did appreciate that the Business overall did not try to increase their rates too much just because occupancy was high in the area.
22742,114 Blythewood Rd,Blythewood,US,Days Inn North Columbia Ft. Jackson,SC,6/21/2014,We were very pleased with our stay at Days Inn. We travel to and from Florida twice per year and we always stay here. Would recommend it to anyone who wants a good place to stay. The breakfast could be expanded a little. We have stayed in other Days Inns that have a much better breakfast choice.,Stay at Days Inn,A Traveler,en,We were very pleased with our stay at Days Inn. We travel to and from Florida twice per year and we always stay here. Would recommend it to anyone who wants a good place to stay. The breakfast could be expanded a little. We have stayed in other Days Inns that have a much better breakfast choice.
22772,42 Avenue Guy De Collongue,Cozad,US,Campanile Lyon Ecully,NE,4/24/2014,"Campanile ancienne version, triste mourir, chausse dfonce, accueil aimable, petit djeuner correct mais cher. A ce prix l il faut chercher ailleurs. C'est dommage car l'environnement pourrait tre superbe. Peut-tre est-il sur la liste des prochaines rnovations",pas �� la hauteur de Campanile,BARBET,fr,"Campanile Old Version, Sad Dying, Chaustee Dfonce, Lord Home, Little Djouner Correct but expensive. At this price, we must look elsewhere. It's a shame because the environment could be superb. Can it be on the list of next renovations"
22776,42 Avenue Guy De Collongue,Cozad,US,Campanile Lyon Ecully,NE,9/7/2016,Pratique pour le travail A viter pour le loisir Conforme aux standards Campanile ... !!!! Erreur de code d'entre de la porte de parking Petit djeuner mdiocre Donc cher en terme de rapport Qualit / prix,Pour le travail uniquement,A Traveler,fr,Convenient for the work to avoid for the leisure consistent with campanile standards ... !!!! Code error of the Parking Door Small Mdiocre So Cher in terms of quality report / price
22865,125 Sloane Garden Rd,Boiling Springs,US,Americas Best Value Inn,SC,10/2/2015,"There were holes in the walls and dirt around the edges of the bathroom. I rented based on the cheap price and only stayed from 11pm to 9am the next morning. The beds were not comfortable, and the bedspreads were obviously old and cheap.",Great Hotel,Jessica,en,"There were holes in the walls and dirt around the edges of the bathroom. I rented based on the cheap price and only stayed from 11pm to 9am the next morning. The beds were not comfortable, and the bedspreads were obviously old and cheap."
22867,125 Sloane Garden Rd,Boiling Springs,US,Americas Best Value Inn,SC,11/26/2015,"Checked in on Thursday and had reserved a room with a tub, once I got to my room I found there was no tub so I went back to desk and they fixed the error ASAP I was very pleased. The room was very clean, hotel was very clean, staff was friendly. Breakfast was basic, and was lacking in fruit but was sufficient. King bed was by comfortable and I was very pleased, pillows were also great!!",Will be back!,Shannon,en,"Checked in on Thursday and had reserved a room with a tub, once I got to my room I found there was no tub so I went back to desk and they fixed the error ASAP I was very pleased. The room was very clean, hotel was very clean, staff was friendly. Breakfast was basic, and was lacking in fruit but was sufficient. King bed was by comfortable and I was very pleased, pillows were also great!!"
22879,125 Sloane Garden Rd,Boiling Springs,US,Americas Best Value Inn,SC,4/15/2016,Many of the light fixtures in the room didn't work. Air conditioner rattled excessively. A lot of noise from the highway all night long.,Cheap hotel but clean.,Ashleigh,en,Many of the light fixtures in the room didn't work. Air conditioner rattled excessively. A lot of noise from the highway all night long.
22933,225 Route 28,West Yarmouth,US,Bayside Resort Hotel,Yarmouth,6/6/2016,"We had one of their jacuzzi rooms, the stay was immaculate for our honeymoon. We entered the room and there were rose petals on the bed and a bottle of champagne in the fridge. The indoor pool was great. The hotel staff was incredibly friendly. The hotel is within easy distance of anything you could want to do, food, beach, mini golf, bay. It was a great experience!",Wayside resort,E,en,"We had one of their jacuzzi rooms, the stay was immaculate for our honeymoon. We entered the room and there were rose petals on the bed and a bottle of champagne in the fridge. The indoor pool was great. The hotel staff was incredibly friendly. The hotel is within easy distance of anything you could want to do, food, beach, mini golf, bay. It was a great experience!"
22968,225 Route 28,West Yarmouth,US,Bayside Resort Hotel,Yarmouth,5/21/2016,Super friendly staff. Affordable price. Great looking hotel inside and out. Nice big fridge. Pool was perfect temp inside. Good assortment for breakfast. Would absolutely stay again.,Last minute trip on a budget,Sara,en,Super friendly staff. Affordable price. Great looking hotel inside and out. Nice big fridge. Pool was perfect temp inside. Good assortment for breakfast. Would absolutely stay again.
22976,225 Route 28,West Yarmouth,US,Bayside Resort Hotel,Yarmouth,7/2/2016,We were able to relax by the fire and make s'mores while watching the fireworks.,Family 4th getaway,Amanda,en,We were able to relax by the fire and make s'mores while watching the fireworks.
23002,225 Route 28,West Yarmouth,US,Bayside Resort Hotel,Yarmouth,7/8/2016,"Nice place, however...We didn't like the ugly brown leaf border, stucco walls, and brown accents- Makes the room look dark, dated, not pretty like the lobby or outside of hotel. It was clean. I saw the bayside rooms- much better with cream tones and no hideous border. You could update the other rooms by simply removing these fall leaf borders and adding light blue beach-like accents.The downstairs was locked at 11:00:just when we wanted to sit and watch the big television and make tea. The breakfast was a nice plus.","pretty outside, dated,dark rooms inside",A Traveler,en,"Nice place, however...We didn't like the ugly brown leaf border, stucco walls, and brown accents- Makes the room look dark, dated, not pretty like the lobby or outside of hotel. It was clean. I saw the bayside rooms- much better with cream tones and no hideous border. You could update the other rooms by simply removing these fall leaf borders and adding light blue beach-like accents.The downstairs was locked at 11:00:just when we wanted to sit and watch the big television and make tea. The breakfast was a nice plus."
23042,225 Route 28,West Yarmouth,US,Bayside Resort Hotel,Yarmouth,5/12/2011,"I brought my wife and two young children for an Easter weekend getaway. I was not aware that a block of rooms nearby were taken by a group that wanted to get drunk and party all night. We tried to ignore the noise but after midnight, my wife asked the group to keep the noise down. They got louder. After two more tries, we contacted the front desk. The night manager stopped by for about a minute asking the group to quiet down. As soon as he left, the drunken mob was angry at us and star...view moreted slamming into our door. When my wife opened the door to complain, they started to push her around. As soon as I stepped out of the door to help my wife, I was beaten by this drunken mob as my children in the room were terrified. My eye glasses were punched into my face causing me to bleed profusely. I was beaten and kicked as I lay on the hallway floor. My wife also has bruises all over her body. A couple across the hall called the police, but the damage was already done. When the police arrived, the attackers scattered. Some were in rooms on our floor while others were not even guests of the hotel. There are no cameras, no security and a night manager who would rather not get involved. The management told me that there was nothing that they can do because they have no way of knowing who was at fault. Unbelievable. My face is cut up, my wife is bruised and my children are traumatized. Good place if you want to party all night long. Bad place to bring a family. Bottom line the Bayside Resort Hotel was the worst hotel experience of my life.view less",Worst hotel experience of my life,dan135,en,"I brought my wife and two young children for an Easter weekend getaway. I was not aware that a block of rooms nearby were taken by a group that wanted to get drunk and party all night. We tried to ignore the noise but after midnight, my wife asked the group to keep the noise down. They got louder. After two more tries, we contacted the front desk. The night manager stopped by for about a minute asking the group to quiet down. As soon as he left, the drunken mob was angry at us and star...view moreted slamming into our door. When my wife opened the door to complain, they started to push her around. As soon as I stepped out of the door to help my wife, I was beaten by this drunken mob as my children in the room were terrified. My eye glasses were punched into my face causing me to bleed profusely. I was beaten and kicked as I lay on the hallway floor. My wife also has bruises all over her body. A couple across the hall called the police, but the damage was already done. When the police arrived, the attackers scattered. Some were in rooms on our floor while others were not even guests of the hotel. There are no cameras, no security and a night manager who would rather not get involved. The management told me that there was nothing that they can do because they have no way of knowing who was at fault. Unbelievable. My face is cut up, my wife is bruised and my children are traumatized. Good place if you want to party all night long. Bad place to bring a family. Bottom line the Bayside Resort Hotel was the worst hotel experience of my life.view less"
23057,225 Route 28,West Yarmouth,US,Bayside Resort Hotel,Yarmouth,5/21/2013,"quality of hotel and service seems to have declined over the years. unfortunately, i think we will be trying out a new place on our next visit.","Great hotel for the price, very clean!!",Sarah H.,en,"quality of hotel and service seems to have declined over the years. unfortunately, i think we will be trying out a new place on our next visit."
23103,1287 N Saint Louis St,Batesville,US,Super 8 Batesville Ar,AR,2/23/2015,Peace full,not bad,Kristopher,en,Peace full
23163,121 E Arrellaga St,Santa Barbara,US,Simpson House Inn,CA,2/6/2016,"When I arrived I was immediately charmed by the gardens and tranquil setting. The innkeeper greeted me warmly and led me to my room--the Catherine MacCormack room. It was cozy with a queen bed, separate toilet room as well as separate bathroom. It also had two comfortable seats and a TV that features Pandora and Netflix. I didn't use the... More",A charming oasis of calm with wonderful service,hollyhere,en,"When I arrived I was immediately charmed by the gardens and tranquil setting. The innkeeper greeted me warmly and led me to my room--the Catherine MacCormack room. It was cozy with a queen bed, separate toilet room as well as separate bathroom. It also had two comfortable seats and a TV that features Pandora and Netflix. I didn't use the... More"
23175,121 E Arrellaga St,Santa Barbara,US,Simpson House Inn,CA,9/11/2016,Charming bb. Staff couldn't be nicer. Magnificent grounds. Loved our stay,Enchanting evening,A Traveler,en,Charming bb. Staff couldn't be nicer. Magnificent grounds. Loved our stay
